0.60210671	0.150290893	0.220712534	0.928177102	0.06477221	0.629665068
0.8457182	0.116665879	0.084166308	0.942774091	0.121860041	0.90517781
0.515247877	0.237250274	0.612392908	0.642935453	0.948998558	0.953546619
0.630549898	0.165850274	0.963657961	0.891889666	0.558698869	0.873274571
0.752039757	0.014621304	0.072330935	0.9302236	0.78592966	0.287389204
0.260916257	0.509226946	0.343680006	0.455386026	0.318889993	0.955373816
0.440180547	0.928801413	0.639154513	0.967623297	0.427948186	0.405581082
0.459845031	0.843746557	0.456905263	0.855404665	0.948084465	0.420851059
0.266066596	0.526912037	0.743063128	0.360450956	0.551019912	0.938100322
0.437149825	0.359198998	0.032953339	0.761362601	0.801222831	0.688187781
0.588996927	0.528586725	0.050636737	0.631667245	0.905067316	0.060621354
0.546877841	0.56859425	0.608257176	0.157789913	0.033066372	0.066079905
0.444573455	0.803986794	0.113022645	0.249809303	0.864288036	0.535385294
0.499362321	0.521021274	0.496717069	0.252685722	0.971079155	0.043206683
0.47461104	0.731660409	0.675769837	0.219939997	0.765874446	0.987719713
0.487974874	0.034130336	0.630323819	0.846329831	0.461504039	0.856541768
0.465354222	0.297170212	0.933561666	0.2878387	0.921512447	0.389521743
0.480203051	0.087398201	0.600932988	0.156616363	0.094378868	0.390714914
0.625283005	0.371714121	0.056915348	0.818867542	0.107328101	0.881089219
0.313252998	0.566380759	0.268064983	0.966519459	0.589375002	0.672947388
0.340225264	0.736118885	0.678179224	0.471380689	0.984643094	0.364013921
0.511030442	0.787658711	1	0.289459335	0.839188333	0.371100598
0.340892984	0.171313619	0.555503887	0.846678866	0.19445892	0.631713457
0.386964618	0.854060993	0.392664223	0.049130383	0.594993711	0.314877638
0.316492714	0.773357187	0.626473252	0.308895098	0.934943133	0.546201428
0.425437483	0.299162071	0.936601384	0.925288675	0.57120734	0.596163975
0.073857382	0.37059498	0.549483346	0.461940196	0.348934209	0.290365705
0.388287598	0.508008446	0.073334954	0.163709177	0.607865668	0.219868033
0.081535492	0.323048327	0.471829302	0.355349542	0.508221213	0.703019892
0.472032885	0.989871652	0.104890074	0.294065701	0.588702558	0.636710595
0.395045949	0.781874767	0.452841386	0.039733869	0.775949571	0.352846173
0.127768591	0.503914935	0.503351747	0.27218067	0.713926886	0.299938335
0.086814916	0.381195684	0.232891823	0.440021252	0.584258636	0.545307087
0.412043816	0.991843087	0.800435491	0.685139286	0.618561656	0.324938222
0.540447806	0.378659668	0.362685297	0.917814302	0.994981892	0.778450043
0.412089214	0.865193893	0.685486646	0.618691589	0.703081931	0.934455503
0.658745705	0.957283372	0.93609475	0.018711024	0.544646128	0.622994566
0.398531387	0.197852392	0.717655302	0.269944086	0.318903714	0.918578124
0.31083397	0.6948307	0.844440377	0.47363666	0.146726576	0.688705426
0.297947197	0.156406591	0.829004623	0.252231427	0.422780203	0.402881574
0.697350194	0.030358504	0.950188581	0.21923774	0.913886253	0.394276706
0.348830045	0.856526697	0.786934363	0.652207043	0.747648308	0.740385127
0.170467624	0.616499615	0.362693833	0.704169773	0.74387288	0.289736952
0.473563927	0.140758103	0.61859199	0.13955902	0.199016466	0.176106726
0.684324999	0.096626382	0.116877941	0.083156885	0.876727297	0.297745082
0.026108864	0.370002234	0.586371367	0.457258348	0.586342144	0.410285141
0.351173645	0.65816465	0.978094653	0.25454413	0.650077979	0.642473927
0.133121399	0.310987917	0.203105143	0.462369347	0.604085948	0.578567715
0.176514622	0.629545414	0.553560193	0.146781627	0.350466332	0.636065736
0.381461097	0.275008856	0.457954849	0.999294308	0.284085421	0.677094941
0.244483102	0.271362036	0.111379508	0.576865384	0.585391868	0.32181163
0.548716179	0.286485627	0.841272283	0.560516021	0.979011262	0.116140753
0.180349002	0.273463358	0.404487267	0.491453865	0.389457218	0.840999146
0.553692471	0.109866419	0.197454025	0.751988811	0.598788581	0.0248598
0.572134759	0.143829533	0.911177908	0.248792018	0.374358533	0.938893826
0.472614697	0.773311488	0.457815208	0.832849717	0.795770125	0.062483745
0.484991437	0.091482138	0.330435126	0.311835799	0.746002	0.069248081
0.382552354	0.310202803	0.679006141	0.00609984	0.508184439	0.764871982
0.766633597	0.127578997	0.235488081	0.068104962	0.969265718	0.861061858
0.349793176	0.476371599	0.252706149	0.907243026	0.828470696	0.613360978
0.344901319	0.312960784	0.688035731	0.277683627	0.942544304	0.325859352
0.284770434	0.737116913	0.217205782	0.475601746	0.246624279	0.795827977
0.562539096	0.016106816	0.439156367	0.2729954	0.065106139	0.228212868
0.418005749	0.299184881	0.793353983	0.029091712	0.729424925	0.625881105
0.352275676	0.672927171	0.828765136	0.670676949	0.729138909	0.869846355
0.650553319	0.059834591	0.214649749	0.003210491	0.757033667	0.286920287
0.406755183	0.837808047	0.77061381	0.48565693	0.597143363	0.042025614
0.318649453	0.682265733	0.05119973	0.527030543	0.210537415	0.465631591
0.44104498	0.218169989	0.121617438	0.336441872	0.600248565	0.080110609
0.176753401	0.862120249	0.40585418	0.298205642	0.537492953	0.45758206
0.493522777	0.94459423	0.221607725	0.109246149	0.356725923	0.693288919
0.419010095	0.092761287	0.460542527	0.860665258	0.404764425	0.171073471
0.335714881	0.537628264	0.328468329	0.081990075	0.452553944	0.142984494
0.619098372	0.931828292	0.566988271	0.295986823	0.974211477	0.11429486
0.458884303	0.014734799	0.159345907	0.258712062	0.509592715	0.706105433
0.453708867	0.297157226	0.910817278	0.987531526	0.491252496	0.569798618
0.168343882	0.219143714	0.795825752	0.469959623	0.400889378	0.551440528
0.611122558	0.606070178	0.203885806	0.002084739	0.238531342	0.07235811
0.208596072	0.58015997	0.117961158	0.337349079	0.584334281	0.669661316
0.485078763	0.886578863	0.583049052	0.707615137	0.316250173	0.003282561
